unit_id,audience,bias,message,source,cantidad_caracteres,cargo,language_name,cantidad_arrobas,cantidad_hashtag,tiene_obama,tiene_obamacare,tiene_costs,tiene_venezuela,tiene_demandar,tiene_remember,tiene_stuck,tiene_higher,tiene_spawning,tiene_please,tiene_join,tiene_great,tiene_vote,tiene_share,tiene_applaud,tiene_clinton
766192726,national,partisan,attack,twitter,118,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192727,national,neutral,support,twitter,141,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766192733,national,partisan,support,twitter,98,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192740,national,partisan,support,twitter,115,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192742,national,partisan,attack,twitter,135,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192747,national,partisan,attack,twitter,99,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192759,national,neutral,support,twitter,139,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192761,national,neutral,support,twitter,130,Representative,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192764,national,partisan,attack,twitter,124,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192768,national,neutral,support,twitter,140,Representative,English,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
766192769,national,neutral,support,twitter,86,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192771,national,partisan,support,twitter,136,Senator,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192774,national,neutral,attack,twitter,86,Representative,English,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192787,national,neutral,support,twitter,144,Representative,English,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192790,national,partisan,attack,twitter,126,Representative,English,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
766192815,national,neutral,support,twitter,103,Representative,English,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192818,constituency,neutral,support,twitter,135,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192820,national,neutral,support,twitter,134,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192825,national,neutral,support,twitter,90,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192827,constituency,neutral,support,twitter,140,Representative,English,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
766192832,national,neutral,attack,twitter,138,Representative,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192836,constituency,neutral,support,twitter,111,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192841,constituency,neutral,support,twitter,96,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766192848,national,neutral,support,twitter,125,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192859,national,neutral,support,twitter,134,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192862,national,partisan,support,twitter,140,Senator,English,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192870,national,neutral,support,twitter,90,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192872,national,neutral,support,twitter,52,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192880,national,neutral,support,twitter,140,Representative,"Spanish , Castilian",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192881,national,neutral,support,twitter,139,Representative,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192887,national,neutral,support,twitter,141,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192888,national,neutral,support,twitter,116,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192892,national,neutral,support,twitter,139,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192901,national,neutral,support,twitter,140,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192904,national,partisan,attack,twitter,125,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192910,national,neutral,support,twitter,98,Senator,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
766192920,national,partisan,attack,twitter,140,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192922,national,neutral,support,twitter,139,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192927,constituency,partisan,support,twitter,79,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192928,national,partisan,support,twitter,125,Representative,English,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192936,national,partisan,attack,twitter,114,Representative,English,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192937,national,neutral,support,twitter,128,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192940,national,neutral,support,twitter,114,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192943,national,neutral,support,twitter,137,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192945,national,partisan,support,twitter,135,Representative,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192946,national,neutral,support,twitter,143,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192956,national,neutral,support,twitter,94,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192957,national,partisan,support,twitter,138,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766192960,national,neutral,support,twitter,136,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192961,national,neutral,support,twitter,122,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192973,national,partisan,support,twitter,137,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192978,national,partisan,attack,twitter,137,Representative,English,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192983,national,neutral,support,twitter,142,Representative,English,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192986,national,partisan,attack,twitter,120,Representative,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192990,national,partisan,attack,twitter,126,Representative,English,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192991,national,partisan,attack,twitter,138,Senator,English,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192994,national,neutral,support,twitter,139,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192996,national,neutral,support,twitter,129,Representative,English,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192997,national,neutral,support,twitter,143,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766192998,national,partisan,support,twitter,114,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193012,national,neutral,support,twitter,132,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193015,national,partisan,support,twitter,140,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193026,national,neutral,support,twitter,120,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193032,national,neutral,support,twitter,140,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193037,national,neutral,support,twitter,105,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193038,national,neutral,support,twitter,107,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193039,national,partisan,support,twitter,132,Representative,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193042,constituency,neutral,support,twitter,123,Representative,English,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
766193046,national,neutral,support,twitter,57,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766193057,national,neutral,support,twitter,101,Representative,English,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193062,national,partisan,support,twitter,140,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
766193064,national,partisan,attack,twitter,93,Representative,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193067,national,partisan,support,twitter,101,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193068,national,partisan,support,twitter,118,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193077,national,neutral,support,twitter,135,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193085,national,neutral,support,twitter,138,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193090,national,neutral,support,twitter,138,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193093,constituency,neutral,support,twitter,133,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193095,national,partisan,attack,twitter,100,Senator,English,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193097,national,partisan,support,twitter,129,Representative,English,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193098,national,neutral,support,twitter,143,Senator,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193108,national,partisan,attack,twitter,71,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193109,national,neutral,support,twitter,112,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193114,national,neutral,support,twitter,85,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193120,national,neutral,support,twitter,38,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193126,national,neutral,support,twitter,138,Senator,English,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766193128,national,partisan,support,twitter,140,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193131,national,neutral,support,twitter,148,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193137,national,neutral,support,twitter,58,Representative,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193138,national,neutral,support,twitter,114,Representative,English,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766193140,national,partisan,attack,twitter,78,Representative,English,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193146,national,neutral,support,twitter,143,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193148,constituency,partisan,support,twitter,113,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766193150,national,neutral,support,twitter,24,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193151,national,neutral,support,twitter,119,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193155,national,partisan,support,twitter,138,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193157,national,partisan,attack,twitter,117,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193159,national,partisan,support,twitter,90,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193160,national,partisan,attack,twitter,138,Representative,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193161,national,neutral,support,twitter,68,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193163,national,partisan,attack,twitter,67,Representative,English,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193171,national,neutral,support,twitter,144,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766193172,national,neutral,support,twitter,139,Representative,English,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193174,national,neutral,support,twitter,117,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193176,national,neutral,support,twitter,102,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193178,national,neutral,support,twitter,80,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193188,national,partisan,attack,twitter,79,Representative,English,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193202,national,partisan,support,twitter,134,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193203,national,neutral,support,twitter,129,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
766193205,national,neutral,support,twitter,140,Senator,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193211,national,neutral,support,twitter,140,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193218,national,partisan,support,twitter,131,Senator,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193223,national,neutral,attack,twitter,141,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193234,national,neutral,support,twitter,63,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193235,national,partisan,support,twitter,105,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193236,national,partisan,support,twitter,146,Senator,English,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193238,national,partisan,attack,twitter,142,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193239,constituency,neutral,support,twitter,133,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766193240,national,partisan,attack,twitter,43,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193241,constituency,neutral,support,twitter,102,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193243,national,partisan,support,twitter,135,Representative,English,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766193248,national,neutral,support,twitter,139,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
766193250,national,partisan,attack,twitter,122,Representative,English,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193256,national,neutral,support,twitter,121,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193261,national,neutral,attack,twitter,140,Senator,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193263,national,neutral,attack,twitter,133,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193264,national,neutral,support,twitter,127,Representative,English,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193266,national,partisan,attack,twitter,138,Representative,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193268,national,partisan,attack,twitter,138,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193274,national,neutral,support,twitter,140,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193276,national,neutral,support,twitter,140,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193280,national,partisan,support,twitter,75,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193282,national,partisan,support,twitter,129,Representative,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193285,national,partisan,support,twitter,132,Representative,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193287,national,neutral,support,twitter,124,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193292,national,neutral,attack,twitter,143,Representative,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193294,national,partisan,attack,twitter,82,Representative,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193303,national,partisan,attack,twitter,124,Senator,English,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193311,national,neutral,support,twitter,137,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193313,national,partisan,attack,twitter,103,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193318,constituency,partisan,attack,twitter,81,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766193320,national,neutral,support,twitter,123,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193322,national,neutral,support,twitter,138,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766193323,constituency,neutral,support,twitter,136,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193326,national,neutral,support,twitter,119,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193328,national,neutral,support,twitter,132,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193331,national,partisan,support,twitter,102,Representative,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193335,national,neutral,support,twitter,119,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766193355,national,neutral,support,twitter,139,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193359,constituency,partisan,attack,twitter,132,Representative,English,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193368,national,neutral,support,twitter,136,Senator,English,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193374,constituency,partisan,support,twitter,112,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
766193378,national,partisan,attack,twitter,101,Senator,English,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193379,national,neutral,support,twitter,137,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193380,constituency,neutral,support,twitter,129,Representative,English,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193381,national,neutral,support,twitter,49,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193382,national,partisan,attack,twitter,143,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
766193387,national,partisan,attack,twitter,134,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193390,national,partisan,support,twitter,140,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193397,national,neutral,support,twitter,73,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193398,national,neutral,support,twitter,139,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193400,national,neutral,support,twitter,126,Representative,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193402,national,neutral,support,twitter,66,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193403,national,neutral,support,twitter,135,Representative,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193405,national,neutral,support,twitter,75,Representative,English,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193406,national,neutral,support,twitter,140,Representative,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193419,national,partisan,support,twitter,135,Representative,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193420,national,neutral,support,twitter,133,Senator,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193421,national,neutral,support,twitter,124,Senator,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766193426,national,partisan,attack,twitter,85,Representative,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
